,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_lot
17393,3.25,5,1.0,10,1800000.0,2260,1630.0,3890,20005
17394,2.5,3,3.0,8,557000.0,1630,0.0,1630,1587
17395,1.0,3,1.0,7,135000.0,830,0.0,830,9600
17396,2.5,3,2.0,8,425000.0,1800,0.0,1800,14036
17397,2.25,3,1.0,8,648752.0,1070,990.0,2060,9953
17399,2.75,4,1.0,7,630100.0,1160,750.0,1910,11356
17401,1.5,3,2.0,7,269000.0,1320,0.0,1320,2625
17402,1.0,3,1.0,6,250000.0,1220,0.0,1220,5038
17403,2.75,5,2.0,7,475000.0,3100,0.0,3100,5298
17404,1.0,1,1.0,6,290000.0,550,0.0,550,5700
17405,1.0,3,1.5,7,219000.0,1080,0.0,1080,10639
17406,1.0,2,1.0,6,416000.0,880,0.0,880,6650
17407,1.0,2,1.0,6,179000.0,720,0.0,720,8914
17408,2.75,4,1.0,7,302000.0,2030,0.0,2030,9120
17409,2.0,4,2.0,7,565000.0,2040,0.0,2040,8281
17410,1.0,3,1.0,7,281700.0,1070,500.0,1570,8316
17411,1.0,2,1.0,7,480000.0,1500,0.0,1500,3420
17412,2.5,4,2.0,9,775000.0,3180,0.0,3180,15358
17413,1.75,3,1.0,7,375000.0,1260,0.0,1260,11224
17414,1.5,3,2.0,7,345000.0,1390,0.0,1390,13860
17415,3.0,3,1.0,8,300000.0,2240,610.0,2850,9375
17416,2.5,4,2.0,8,364950.0,2070,0.0,2070,2992
17417,3.25,3,1.0,8,410000.0,1760,890.0,2650,7819
17418,1.75,3,1.0,7,231000.0,1220,0.0,1220,8817
17419,2.0,3,1.0,9,445000.0,1630,0.0,1630,8702
17420,2.5,2,2.0,7,530000.0,1595,190.0,1785,779
17421,2.5,3,2.0,8,353500.0,840,420.0,1260,972
17422,1.5,3,1.0,7,209950.0,1380,0.0,1380,11130
17423,1.75,3,1.0,8,650000.0,1320,1010.0,2330,7200
17424,1.0,2,1.0,7,325000.0,840,0.0,840,4239
17425,2.25,3,1.0,8,257000.0,1180,550.0,1730,9516
17426,2.5,4,2.0,7,337000.0,2230,0.0,2230,5970
17427,2.5,3,2.0,8,541000.0,1790,0.0,1790,4038
17428,2.5,3,2.0,9,577500.0,2280,0.0,2280,10879
17429,2.5,3,1.0,8,560000.0,1270,1160.0,2430,5128
17430,3.0,5,1.5,7,979700.0,2160,1570.0,3730,5500
17432,1.0,2,1.0,7,407500.0,770,0.0,770,2971
17433,1.75,4,1.0,7,530000.0,944,870.0,1814,5000
17434,1.75,4,1.0,7,235000.0,1000,920.0,1920,9350
17436,3.0,5,1.0,7,795000.0,1730,1020.0,2750,10000
17437,2.5,4,1.0,9,465000.0,1930,0.0,1930,9653
17438,2.5,3,2.0,7,287600.0,1950,0.0,1950,8251
17439,3.0,6,2.0,8,630000.0,2470,0.0,2470,9328
17440,2.25,3,1.0,7,445000.0,1310,320.0,1630,6449
17441,2.25,4,1.0,8,490000.0,1630,480.0,2110,16200
17442,1.75,3,1.0,8,565000.0,1250,240.0,1490,5000
17443,2.5,3,2.0,8,330000.0,1320,420.0,1740,1844
17444,2.75,4,1.0,7,463000.0,1300,600.0,1900,6000
17446,1.0,3,1.5,5,219500.0,1090,0.0,1090,6710
17447,1.75,3,1.0,7,622200.0,1420,300.0,1720,7200
17448,3.25,2,3.0,8,474800.0,1400,0.0,1400,1243
17449,2.5,4,1.0,7,465000.0,1320,770.0,2090,9702
17450,1.75,3,1.0,8,389950.0,1580,0.0,1580,9049
17451,2.5,4,2.0,8,650000.0,2620,0.0,2620,19864
17452,2.0,3,1.0,7,395000.0,870,630.0,1500,2506
17453,2.5,4,2.0,8,304500.0,2030,0.0,2030,5202
17454,1.0,3,1.0,6,307000.0,1020,0.0,1020,8484
17456,3.0,5,1.0,9,1560000.0,2890,1020.0,3910,16200
17458,2.5,4,2.0,9,960000.0,3180,0.0,3180,10105
17459,2.5,3,2.0,9,710000.0,2330,0.0,2330,9160
17460,2.5,3,1.5,8,540000.0,2150,450.0,2600,23361
17461,1.75,4,1.0,7,601000.0,1040,910.0,1950,4200
17462,1.75,5,1.0,8,463828.0,1650,1600.0,3250,13702
17463,1.0,4,1.5,6,293000.0,1130,0.0,1130,8308
17464,2.5,3,2.0,7,597500.0,2620,0.0,2620,4800
17465,1.0,2,1.0,5,240000.0,1120,0.0,1120,45302
17466,1.75,3,1.0,7,284000.0,1800,0.0,1800,23103
17467,1.75,4,1.0,8,440000.0,2000,180.0,2180,10200
17468,1.75,3,1.0,7,340000.0,980,980.0,1960,8136
17469,1.75,3,1.0,7,363000.0,980,980.0,1960,8136
17470,1.0,2,1.0,6,270000.0,1150,0.0,1150,3600
17471,2.5,4,2.0,7,365000.0,2800,0.0,2800,6820
17472,2.0,3,1.0,7,428000.0,780,530.0,1310,2550
17473,1.75,3,1.0,8,600000.0,2340,0.0,2340,57499
17474,2.5,3,1.0,7,405000.0,1430,0.0,1430,10200
17475,2.5,4,1.0,8,339900.0,1610,730.0,2340,9748
17476,1.0,3,1.0,7,275000.0,1290,0.0,1290,11250
17477,1.0,2,1.0,6,361600.0,760,0.0,760,6380
17479,2.0,3,1.5,8,1050000.0,1530,560.0,2090,4077
17480,3.0,4,1.0,8,959750.0,2460,600.0,3060,50002
17481,1.0,3,1.0,7,210000.0,1110,0.0,1110,7962
17482,2.0,3,1.5,7,258000.0,1790,0.0,1790,7879
17483,1.5,3,1.0,7,468000.0,1830,0.0,1830,9848
17484,3.5,4,2.0,8,710000.0,1970,880.0,2850,2910
17485,1.0,3,1.0,6,268000.0,1420,0.0,1420,6000
17486,1.0,2,1.0,5,115000.0,790,0.0,790,7252
17487,2.5,3,2.0,8,500000.0,2300,0.0,2300,4307
17488,2.5,3,1.0,9,431000.0,2440,0.0,2440,71002
17489,2.0,3,1.0,7,241500.0,870,440.0,1310,7349
17490,1.0,3,1.0,7,300000.0,1380,0.0,1380,12000
17491,2.5,4,2.0,9,982000.0,2790,0.0,2790,10289
17492,2.5,3,2.0,8,248500.0,1360,0.0,1360,7293
17493,2.5,4,2.0,9,665000.0,2510,0.0,2510,5936
17494,3.0,3,2.0,10,1220000.0,4040,520.0,4560,16339
17495,1.0,2,1.0,6,380000.0,780,0.0,780,3910
17496,2.0,3,1.0,7,220000.0,1410,0.0,1410,7998
17497,2.0,4,1.5,8,631500.0,1910,620.0,2530,5650
17498,2.0,3,1.0,7,386100.0,1270,0.0,1270,6760
17499,4.5,4,2.0,9,1050000.0,1990,1190.0,3180,4606
17500,1.75,2,1.5,7,650000.0,1350,100.0,1450,4000
17501,1.75,4,1.0,7,545000.0,1160,880.0,2040,53578
17502,2.5,4,2.0,9,870000.0,2650,0.0,2650,12001
17503,1.75,3,1.0,7,380000.0,1240,0.0,1240,8611
17504,1.0,2,1.0,6,265000.0,820,0.0,820,8423
17505,1.0,2,1.5,7,645500.0,1890,0.0,1890,5202
17506,2.0,3,2.0,7,570000.0,1270,0.0,1270,3090
17507,2.5,4,1.0,10,1200000.0,1760,1590.0,3350,11688
17508,1.0,2,1.5,8,605000.0,1550,0.0,1550,3200
17509,1.0,3,1.0,7,199500.0,920,0.0,920,9812
17510,1.0,2,1.0,6,445000.0,950,0.0,950,4800
17511,1.75,4,1.0,7,495000.0,1020,1020.0,2040,3570
17512,1.75,4,2.0,7,594000.0,1200,670.0,1870,5200
17513,1.75,3,1.0,8,465000.0,900,820.0,1720,5280
17515,2.5,4,2.0,9,340000.0,2690,0.0,2690,6099
17516,2.0,4,1.0,7,870000.0,3090,0.0,3090,41147
17517,1.5,3,1.0,6,249000.0,1070,0.0,1070,5150
17518,2.25,4,2.0,8,500000.0,2050,0.0,2050,7201
17519,1.5,3,2.0,7,220000.0,1660,0.0,1660,15600
17520,1.75,5,1.0,7,368500.0,1520,1290.0,2810,9360
17521,2.25,4,1.0,8,439950.0,1720,740.0,2460,14600
17522,1.75,3,1.0,6,179900.0,1230,0.0,1230,12000
17523,2.5,4,2.0,8,490000.0,2360,0.0,2360,4367
17524,1.75,4,1.0,7,425000.0,980,750.0,1730,11890
17525,2.5,4,2.0,9,533300.0,2770,0.0,2770,21806
17527,2.75,5,2.0,8,768000.0,3030,0.0,3030,13640
17528,1.75,3,1.5,7,285000.0,1320,0.0,2380,6000
17529,1.75,3,1.0,6,336900.0,1780,0.0,1780,120661
17530,1.5,4,2.0,7,415000.0,1540,0.0,1540,7886
17531,2.25,3,2.0,8,500000.0,1580,0.0,1580,4379
17532,2.5,4,2.0,8,337000.0,3200,0.0,3200,5772
17533,2.5,4,2.0,7,419950.0,2220,0.0,2220,6800
17534,2.75,4,2.0,7,290000.0,1380,860.0,2240,8162
17535,1.75,2,1.0,7,349950.0,1040,600.0,1640,4176
17536,1.5,3,1.0,7,330000.0,1170,0.0,1170,4950
17537,2.25,4,1.0,10,965000.0,3160,0.0,3160,34560
17538,2.5,3,2.0,8,515000.0,2100,0.0,2100,7851
17539,2.5,4,2.0,9,665000.0,2600,0.0,2600,17388
17540,1.75,3,1.5,7,265000.0,1630,0.0,1630,5999
17541,2.0,3,1.0,8,545400.0,2340,510.0,2850,19200
17542,3.0,4,2.0,9,350000.0,2560,0.0,2560,5606
17543,1.5,2,2.0,7,260000.0,840,140.0,980,1296
17544,3.25,3,2.0,11,2510000.0,5480,0.0,5480,57990
17545,2.0,3,1.5,8,355000.0,2160,0.0,2160,8091
17546,3.0,3,1.5,9,879000.0,2080,950.0,3030,5156
17547,3.5,4,2.0,10,833000.0,2590,0.0,3560,7178
17548,1.0,2,1.0,6,261590.0,760,0.0,760,6407
17550,1.75,2,1.0,7,600000.0,880,680.0,1560,3200
17551,3.0,5,1.0,7,417500.0,1340,930.0,2270,6664
17552,3.0,5,2.0,8,970000.0,3480,0.0,3480,15185
17553,2.25,3,2.0,7,316000.0,1900,0.0,1900,7479
17554,3.0,4,1.0,9,397500.0,1650,700.0,2350,9952
17555,2.5,3,1.0,9,1350000.0,1700,690.0,2390,5500
17556,2.5,4,2.0,10,840000.0,3730,0.0,3730,9847
17557,1.0,2,1.0,9,270000.0,1780,0.0,1780,81021
17558,2.5,4,2.0,7,312900.0,1630,0.0,1630,4473
17559,1.0,2,1.5,6,325000.0,1130,0.0,1130,6908
17560,1.75,3,1.0,7,680000.0,1070,1070.0,2140,3584
17561,2.5,4,2.0,10,763000.0,3220,0.0,3220,7873
17563,2.5,3,2.0,7,475000.0,1690,110.0,1800,3300
17564,2.5,2,2.0,7,219000.0,809,0.0,809,940
17565,2.25,3,1.0,7,415000.0,1240,580.0,1820,9694
17566,1.0,2,1.0,5,90000.0,580,0.0,580,7500
17567,1.0,2,1.0,5,220000.0,580,0.0,580,7500
17568,2.0,3,1.0,8,616000.0,1520,1380.0,2900,5650
17569,1.0,2,1.0,6,269500.0,1140,0.0,1140,74052
17570,1.0,2,1.0,6,395350.0,1060,0.0,1060,5754
17572,2.5,4,2.0,9,840000.0,3450,0.0,3450,43216
17573,1.0,2,1.0,8,428950.0,1310,450.0,1760,4441
17574,3.75,4,2.0,9,800000.0,3370,0.0,3370,6766
17575,1.0,4,1.5,7,401000.0,1940,0.0,1940,5753
17576,2.0,4,1.0,7,303697.0,1600,920.0,2520,7334
17577,1.0,3,1.0,7,355000.0,1360,0.0,1360,8968
17578,1.0,2,1.0,6,350000.0,800,0.0,800,5040
17579,2.5,4,2.0,10,754999.0,3010,0.0,3010,9323
17580,1.75,3,2.0,9,982218.0,2340,0.0,2340,5500
17581,2.0,3,1.0,8,406500.0,1780,0.0,1780,8621
17583,1.75,2,1.0,7,565000.0,860,860.0,1720,3000
17584,1.0,2,1.0,6,160000.0,830,0.0,830,4500
17585,1.0,3,1.0,6,220000.0,890,200.0,1090,6320
17586,4.25,5,2.0,11,1280000.0,5040,0.0,5040,9466
17588,1.0,3,1.0,5,115000.0,1080,0.0,1080,6250
17589,1.0,3,1.0,5,124000.0,1080,0.0,1080,6250
17590,1.0,3,1.0,5,157000.0,1080,0.0,1080,6250
17591,1.0,3,1.0,6,183000.0,870,0.0,870,5200
17592,2.5,4,2.0,9,527000.0,2830,0.0,2830,6163
17593,2.0,4,2.0,8,407193.0,1880,0.0,1880,14653
17594,2.75,4,2.0,9,970000.0,2610,990.0,3600,5040
17596,2.0,3,1.0,6,245000.0,810,1230.0,2040,13125
17597,1.75,3,1.0,7,337000.0,1310,0.0,1310,12750
17599,1.75,3,1.0,7,320000.0,1370,0.0,1370,9900
17600,1.0,3,1.5,6,228500.0,990,90.0,1080,7486
17601,2.5,3,2.0,7,293000.0,1990,0.0,1990,7577
17602,1.0,3,1.0,7,447000.0,1310,0.0,1310,7000
17603,1.75,3,1.0,7,226500.0,1130,510.0,1640,10762
17604,2.25,3,1.0,7,436000.0,1350,420.0,1770,8000
17605,2.5,3,2.0,8,451000.0,2050,0.0,2050,4876
17606,1.0,3,2.0,5,315000.0,1170,0.0,1170,62290
17607,1.0,2,1.0,7,450000.0,1340,0.0,1340,7250
17608,1.5,3,1.0,7,635000.0,1120,1120.0,2240,5300
17609,1.0,2,1.0,5,292500.0,880,0.0,880,17743
17610,2.5,3,2.0,8,329900.0,2170,0.0,2170,4905
17611,1.5,2,1.5,7,531000.0,1260,0.0,1260,6660
17612,1.75,3,1.0,7,725000.0,1380,500.0,1880,13300
17613,2.5,3,1.0,7,355300.0,1620,0.0,1620,7410
17614,2.5,3,2.0,7,280000.0,1610,0.0,1610,10022
17615,2.75,4,2.0,10,1100000.0,3330,0.0,3330,9143
17617,1.0,2,1.0,6,260000.0,690,0.0,690,6000
17618,2.5,4,2.0,7,748000.0,2570,600.0,3170,4979
17619,2.0,2,1.0,7,776000.0,1010,980.0,1990,6180
17620,1.0,4,1.5,6,425000.0,1080,0.0,1080,6095
17621,1.0,4,1.5,6,230000.0,1090,780.0,1870,14703
17622,1.75,3,1.0,7,418000.0,1370,300.0,1670,12075
17623,2.5,4,2.0,9,440000.0,2800,0.0,2800,28254
17624,2.75,5,2.0,9,858450.0,3460,0.0,3460,7977
17625,2.0,3,1.0,7,390000.0,1930,0.0,1930,12443
17627,1.0,3,1.0,7,507000.0,1180,0.0,1180,6000
17628,1.0,2,1.5,7,575000.0,1320,0.0,1320,4750
17629,1.75,3,1.5,7,700000.0,1350,0.0,1350,4000
17630,1.5,2,2.0,7,239950.0,1068,0.0,1068,1452
17631,1.0,3,1.0,7,253000.0,1040,540.0,1580,8240
17632,1.0,4,1.5,7,540000.0,1690,0.0,1690,3417
17633,4.0,3,3.0,11,1550000.0,4490,630.0,5120,4600
17634,2.5,4,2.0,10,805000.0,3960,0.0,3960,38615
17635,3.25,4,1.5,9,920000.0,1870,550.0,2420,4000
17636,2.5,3,2.0,8,496600.0,1910,0.0,1910,5562
17637,2.25,3,1.0,8,246000.0,1130,310.0,1440,10500
17638,3.0,5,1.0,7,350000.0,1510,810.0,2320,8400
17639,2.0,3,1.5,8,585000.0,1670,0.0,1670,4572
17640,1.75,3,1.0,7,450000.0,1390,0.0,1390,11700
17641,2.5,3,2.0,9,746000.0,2620,0.0,2620,8950
17642,2.5,3,2.0,9,598555.0,3040,0.0,3040,7880
17644,2.25,3,1.0,7,266500.0,1210,530.0,1740,5460
17645,1.0,2,1.0,6,370000.0,1180,1180.0,2360,105850
17646,2.75,3,2.5,7,625000.0,1650,590.0,2240,3600
17647,2.0,4,1.0,7,243500.0,1610,0.0,1610,6200
17648,1.0,2,1.0,6,340000.0,700,0.0,700,5829
17649,3.0,5,1.0,8,559950.0,1670,1060.0,2730,9519
17650,2.75,3,1.0,7,315000.0,1080,700.0,1780,15114
17652,3.0,3,2.0,8,800000.0,2060,0.0,2060,3200
17653,2.25,3,1.5,7,550000.0,1360,0.0,1360,5111
17654,2.0,3,1.0,7,465000.0,1430,0.0,1430,14250
17655,2.25,3,2.0,7,465000.0,1840,0.0,1840,5752
17656,2.25,4,2.0,8,710000.0,2000,0.0,2000,8068
17657,2.5,3,2.0,8,505000.0,1820,0.0,1820,11012
17658,1.75,3,2.0,9,690000.0,2330,0.0,2330,16300
17659,2.0,2,1.0,7,217500.0,1070,0.0,1070,8400
17660,1.0,2,1.0,7,500000.0,930,0.0,930,3750
17661,2.0,2,1.0,6,325000.0,1040,0.0,1040,5796
17662,2.25,4,2.0,8,500000.0,1960,0.0,1960,12436
17664,1.5,3,1.5,9,924000.0,2200,0.0,2200,5000
17665,4.5,6,1.0,10,2010000.0,3810,0.0,3810,28176
17666,1.5,2,2.0,8,345000.0,830,0.0,830,1034
17667,3.5,4,2.0,10,825000.0,3920,0.0,3920,11086
17668,2.0,3,1.0,9,560000.0,1350,1520.0,2870,95396
17669,2.0,3,1.0,8,599000.0,1330,1230.0,2560,14680
17670,1.5,3,1.0,6,211000.0,1350,0.0,1350,7620
17671,2.25,4,1.0,8,425000.0,910,330.0,1240,21190
17672,2.75,4,1.0,7,750000.0,1810,1400.0,3210,8520
17673,2.5,3,2.0,7,479000.0,1690,0.0,1690,3322
17674,2.5,4,2.0,9,612500.0,2550,0.0,2550,10623
17675,1.75,5,2.0,7,605000.0,2690,550.0,3240,34510
17676,2.5,4,2.0,10,1360000.0,3560,0.0,3560,8960
17677,2.5,3,1.0,7,389900.0,2160,0.0,2160,59241
17678,2.5,4,2.0,9,710000.0,3060,0.0,3060,5000
17679,2.5,3,2.0,7,295000.0,1690,0.0,1690,8564
17680,2.25,3,2.0,7,275250.0,1520,0.0,1520,7199
17681,2.5,4,2.0,7,250000.0,2040,0.0,2040,5770
17682,2.0,3,1.0,8,709000.0,2180,180.0,2360,18000
17683,1.75,4,1.5,7,399500.0,1360,0.0,1360,4840
17684,2.5,3,2.0,7,225000.0,2000,0.0,2000,9202
17685,2.5,3,2.0,8,500000.0,1650,0.0,1650,4648
17686,3.0,3,2.0,8,364900.0,2500,0.0,2500,8304
17687,1.5,3,1.0,7,356000.0,1140,0.0,1140,7500
17688,1.5,3,1.5,9,616750.0,2140,0.0,2140,47743
17689,2.75,3,2.0,8,755000.0,2870,0.0,2870,6600
17690,1.0,2,1.0,6,327500.0,830,0.0,830,8183
17691,2.25,3,2.0,8,605000.0,1960,0.0,1960,10139
17692,1.5,4,1.0,6,179950.0,1130,0.0,1130,5200
17693,2.75,5,2.0,11,633000.0,3630,0.0,3630,30570
17694,2.0,4,1.0,7,349950.0,1764,0.0,1764,15600
17695,2.75,3,1.0,8,1080000.0,1650,1120.0,2770,5800
17696,2.5,3,2.0,9,425000.0,2650,0.0,2650,12247
17697,2.75,3,2.0,9,990000.0,2370,130.0,2500,6350
17698,1.0,3,2.0,7,410000.0,2710,0.0,2710,19000
17699,2.25,3,2.0,8,590000.0,2490,0.0,2490,8800
17700,1.75,3,1.0,7,242000.0,1500,0.0,1500,7560
17701,2.0,3,1.0,5,775000.0,580,580.0,1160,13747
17702,1.5,4,1.0,8,680000.0,1440,440.0,1880,6200
17703,2.5,3,2.0,7,217000.0,1340,0.0,1340,4200
17704,2.5,3,2.0,8,395000.0,1960,0.0,1960,3953
17705,2.25,3,1.0,8,572500.0,1500,530.0,2030,9791
17706,3.0,5,1.0,7,559900.0,1440,760.0,2200,6380
17707,2.0,3,1.5,9,845000.0,1840,700.0,2540,4750
17708,2.0,3,1.0,8,241000.0,1520,0.0,1520,7131
17709,2.25,3,2.0,8,1330000.0,2080,280.0,2360,5504
17710,1.75,3,1.5,7,475000.0,1340,0.0,1340,2805
17711,1.5,2,2.0,7,575000.0,1400,0.0,1400,5810
17712,2.75,4,1.0,8,455000.0,1680,1350.0,3030,117378
17714,1.5,4,1.0,7,475000.0,1030,550.0,1580,10260
17715,1.0,2,1.0,7,600000.0,1060,1060.0,2120,6897
17716,1.0,2,1.0,7,515000.0,1040,600.0,1640,5200
17717,2.25,3,1.0,8,425000.0,1520,0.0,1890,8400
17718,2.0,4,1.5,7,565000.0,1710,0.0,1710,3875
17720,3.0,4,2.0,8,739000.0,1800,920.0,2720,3800
17721,1.75,2,1.0,7,355000.0,950,700.0,1650,4000
17722,1.75,3,1.0,8,263000.0,1330,460.0,1790,7485
17723,1.75,4,1.5,7,375000.0,1680,0.0,1680,6834
17724,1.75,3,1.0,7,322000.0,1250,950.0,2200,12231
17725,1.0,2,1.0,6,325000.0,830,0.0,830,5100
17726,1.0,2,1.0,7,290000.0,770,0.0,770,4800
17727,2.5,4,2.0,10,809950.0,3280,0.0,3280,6181
17728,3.25,3,2.0,8,969500.0,1220,860.0,2080,3025
17729,2.5,4,2.0,9,665000.0,2790,0.0,2790,43091
17730,3.5,5,2.0,11,635000.0,4150,0.0,4150,13232
17731,2.25,3,2.0,7,272450.0,1780,0.0,1780,7332
17732,1.75,4,1.0,7,427000.0,1460,0.0,1460,9750
17733,1.0,3,1.0,8,261500.0,1410,0.0,1410,8174
17734,2.25,4,1.0,8,488800.0,1300,870.0,2170,9665
17735,1.0,2,1.0,6,340000.0,690,0.0,690,5200
17736,3.0,4,2.0,8,398950.0,3000,0.0,3000,10297
17737,1.0,3,1.0,6,217000.0,870,0.0,870,5200
17738,2.5,4,1.0,9,799000.0,1910,1260.0,3170,94855
17739,1.0,4,1.0,6,160000.0,770,770.0,1540,7350
17740,1.0,3,1.0,7,447000.0,1270,0.0,1270,8800
17741,1.75,3,1.0,8,765000.0,1480,710.0,2190,6450
17742,3.5,4,2.0,11,1320000.0,4410,0.0,4410,36200
17743,2.5,4,2.0,9,445000.0,2480,310.0,2790,8111
17744,1.0,3,1.0,8,310000.0,1170,340.0,1510,6000
17745,1.75,2,1.0,7,380000.0,990,810.0,1800,7191
17746,1.0,4,1.0,7,325000.0,1510,900.0,2410,6975
17747,2.75,4,1.0,8,345000.0,1480,770.0,2250,7412
17748,1.0,3,1.5,6,300000.0,950,0.0,950,4760
17749,1.75,4,1.0,8,530000.0,1710,1150.0,2860,48351
17750,1.75,4,1.0,8,583500.0,1710,1150.0,2860,48351
17751,1.0,2,1.0,7,410000.0,1130,430.0,1560,10125
17752,1.5,2,1.0,7,535000.0,970,970.0,1940,5700
17754,2.5,4,2.0,7,345000.0,2040,0.0,2040,5523
17755,1.0,5,1.5,7,539000.0,1700,0.0,1700,11727
17756,2.5,4,1.0,8,590000.0,1920,1780.0,3700,12500
17757,1.75,2,1.0,8,187000.0,1050,0.0,1050,2926
17758,2.0,3,1.0,7,270000.0,1690,0.0,1690,9583
17759,1.0,2,1.0,7,546000.0,1120,0.0,1120,6180
17760,1.75,3,2.0,10,520000.0,1090,400.0,1490,1036
17761,2.0,5,1.5,7,515000.0,1390,830.0,2220,6000
17762,2.5,3,1.5,8,990000.0,1880,280.0,2160,6000
17763,1.0,2,1.0,7,382000.0,870,0.0,870,10492
17764,1.75,3,1.0,8,1210000.0,1900,0.0,1900,13600
17765,3.5,4,2.0,8,900000.0,2470,900.0,3370,5000
17766,2.75,3,1.5,7,675000.0,2310,1060.0,3370,5350
17767,1.0,2,1.0,7,460000.0,880,0.0,880,3300
17768,1.0,2,1.0,5,234000.0,940,0.0,940,5375
17769,1.0,3,1.0,7,399000.0,1340,0.0,1340,7191
17770,1.5,3,1.0,7,253500.0,1440,0.0,1440,12040
17771,1.5,3,1.0,7,475000.0,1750,0.0,1750,12632
17772,3.5,5,2.0,8,740000.0,2910,1080.0,3990,5000
17773,2.5,3,2.0,8,799000.0,2860,0.0,2860,4442
17774,2.5,4,2.0,8,390000.0,1940,0.0,1940,3864
17775,1.5,2,1.0,7,421000.0,1400,0.0,1400,11245
17776,2.5,3,2.0,7,296500.0,1770,0.0,1770,6033
17777,2.0,4,1.5,8,895000.0,1710,0.0,1710,4178
17778,2.5,4,2.0,8,386000.0,2810,0.0,2810,11897
17779,1.0,3,1.0,8,424000.0,1580,0.0,1580,13912
17780,1.0,3,1.5,7,749000.0,1580,0.0,1580,5000
17781,1.0,3,1.5,7,523000.0,1440,0.0,1440,8681
17782,2.5,4,2.0,10,389000.0,2420,0.0,2420,9147
17783,1.5,4,1.0,7,270000.0,1930,0.0,1930,15000
17785,2.5,4,1.0,7,287500.0,1310,930.0,2240,6944
17787,1.0,2,1.0,6,427000.0,920,0.0,920,3780
17788,1.75,4,1.0,7,508450.0,1000,520.0,1520,9600
17789,2.0,3,1.5,7,705000.0,1460,0.0,1460,6250
17790,1.5,1,1.5,9,550000.0,1450,450.0,1900,40600
17791,1.5,3,1.0,7,380000.0,1430,0.0,1430,11173
17792,2.5,3,2.0,8,539900.0,2500,0.0,2500,4203
17793,1.0,2,1.0,5,330000.0,720,0.0,720,7250
17794,1.0,2,1.0,7,455000.0,850,290.0,1140,5720
17795,4.0,4,2.0,10,510000.0,3530,0.0,3530,10935
17796,2.0,3,1.0,6,315000.0,1220,0.0,1220,14645
17797,1.0,3,1.0,7,206000.0,1320,0.0,1320,7000
17798,3.0,4,1.0,8,592500.0,1370,800.0,2170,8240
17799,2.5,3,2.0,8,744000.0,2020,0.0,2020,7512
17800,2.5,3,2.0,8,334500.0,1990,0.0,1990,3694
17801,2.0,4,1.5,7,886000.0,1480,1180.0,2660,3900
17802,2.5,4,1.0,8,600000.0,1780,580.0,2360,13500
17803,2.0,3,1.0,9,850000.0,2740,0.0,2740,101930
17804,1.75,3,1.0,7,550000.0,1000,360.0,1360,5850
17805,1.0,2,1.0,6,184900.0,1230,0.0,1230,5000
17806,1.5,3,1.0,7,245000.0,1260,0.0,1260,7964
17807,1.0,2,1.0,7,370000.0,1040,0.0,1040,4172
17808,2.5,4,1.0,8,480000.0,1670,1030.0,2700,9700
17809,1.75,3,2.0,7,579000.0,1800,0.0,1800,4429
17810,1.5,3,1.0,7,339275.0,1080,510.0,1590,7260
17812,1.75,3,1.0,7,170000.0,1370,0.0,1370,10780
17813,2.5,4,2.0,10,950000.0,3320,0.0,3320,7644
17814,2.5,4,1.0,8,623000.0,1690,1290.0,2980,9235
17815,2.5,3,3.0,8,477000.0,1350,0.0,1350,2053
17816,1.0,3,1.0,7,330000.0,1160,0.0,1160,9600
17817,2.25,3,2.0,8,600000.0,1480,0.0,1480,5400
17818,2.0,3,1.0,7,570000.0,820,820.0,1640,2808
17819,2.5,4,2.0,8,515000.0,2680,0.0,2680,7178
17820,2.25,4,1.0,7,805000.0,1540,900.0,2440,9889
17821,2.5,4,2.0,9,555000.0,2920,0.0,2920,24074
17822,2.25,3,2.0,7,245000.0,1780,0.0,1780,9598
17823,2.5,4,1.0,8,638150.0,1820,350.0,2170,7275
17824,4.5,4,2.0,9,1650000.0,3880,1670.0,5550,16065
17825,2.5,4,1.0,7,269950.0,1260,800.0,2060,13500
17826,1.5,3,1.0,6,195000.0,1050,0.0,1050,5525
17827,1.0,2,1.0,6,159100.0,790,0.0,790,7095
17828,1.0,3,1.0,6,550000.0,1010,0.0,1010,6120
17829,1.0,2,1.0,6,299000.0,1040,0.0,1040,4600
17830,3.5,4,2.0,9,1380000.0,2060,1070.0,3130,4500
17831,1.0,2,1.0,6,249500.0,900,0.0,900,4500
17832,1.0,4,1.5,7,700000.0,1470,0.0,1470,5450
17833,1.0,4,1.5,5,275000.0,1080,0.0,1080,26114
17834,2.25,3,1.0,7,565000.0,1480,960.0,2440,8378
17835,1.75,4,1.0,7,425000.0,1320,1200.0,2520,11017
17836,1.75,4,1.0,7,620047.0,880,880.0,1760,6000
17837,2.25,3,1.0,8,480000.0,1220,600.0,1820,13362
17838,2.25,3,1.0,8,515000.0,1220,600.0,1820,13362
17839,2.5,4,2.0,8,420000.0,3040,0.0,3040,24123
17840,3.25,5,1.0,8,610000.0,1890,1600.0,3490,23400
17841,1.5,4,1.0,8,849000.0,1440,1000.0,2440,8040
17843,2.25,3,1.0,9,295000.0,1560,420.0,1980,8000
17844,1.75,5,1.0,7,871000.0,1180,1180.0,2360,6150
17846,2.5,4,1.0,7,440000.0,1190,1110.0,2300,10880
