,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_lot
16698,3.0,4.0,2.0,8.0,495000.0,2240.0,500.0,2811.0
16699,2.5,4.0,2.0,9.0,455000.0,2710.0,0.0,6558.0
16700,1.0,2.0,1.0,5.0,85000.0,910.0,0.0,9753.0
16701,2.0,4.0,1.5,6.0,239000.0,1980.0,0.0,10585.0
16702,1.0,3.0,1.0,6.0,184900.0,1040.0,0.0,10080.0
16703,2.25,4.0,1.0,8.0,386000.0,1610.0,1200.0,8560.0
16704,2.5,4.0,2.0,8.0,415000.0,2000.0,0.0,5962.0
16705,1.0,3.0,1.0,7.0,387000.0,1210.0,320.0,6372.0
16706,4.0,6.0,2.5,11.0,2140000.0,5110.0,0.0,7128.0
16708,2.5,4.0,1.0,7.0,340000.0,1070.0,950.0,32710.0
16709,1.0,2.0,1.0,6.0,422000.0,750.0,0.0,4000.0
16710,2.5,3.0,2.0,8.0,442000.0,1980.0,0.0,39932.0
16711,1.0,3.0,1.0,6.0,280000.0,920.0,280.0,6250.0
16712,2.5,5.0,2.0,9.0,1150000.0,3580.0,0.0,8921.0
16713,2.5,3.0,2.0,7.0,279000.0,2010.0,0.0,11618.0
16714,2.0,4.0,1.0,7.0,569000.0,1060.0,670.0,3884.0
16715,3.5,5.0,2.0,10.0,1360000.0,4770.0,1190.0,13703.0
16716,1.0,2.0,1.0,7.0,209950.0,860.0,0.0,5080.0
16717,1.5,3.0,1.0,7.0,468000.0,1370.0,0.0,7697.0
16718,1.75,3.0,1.0,7.0,237100.0,1360.0,0.0,9603.0
16719,2.5,4.0,2.0,8.0,336000.0,2530.0,0.0,8169.0
16720,2.0,4.0,2.0,7.0,500000.0,1680.0,0.0,3813.0
16721,2.5,3.0,2.0,7.0,290000.0,1580.0,0.0,6860.0
16722,3.5,7.0,2.0,9.0,1190000.0,2840.0,1050.0,8342.0
16723,2.0,5.0,1.5,7.0,365000.0,1600.0,0.0,4168.0
16724,1.0,3.0,1.0,6.0,146300.0,1200.0,0.0,9668.0
16725,1.75,3.0,1.0,8.0,554000.0,1760.0,0.0,10780.0
16726,2.0,3.0,1.0,7.0,424000.0,1170.0,500.0,7700.0
16727,3.5,4.0,2.0,10.0,1350000.0,3210.0,1430.0,9827.0
16728,1.5,4.0,1.5,7.0,508500.0,1800.0,0.0,6750.0
16729,1.75,3.0,1.0,7.0,244500.0,1210.0,0.0,8864.0
16730,2.5,2.0,2.0,7.0,206000.0,1280.0,0.0,1566.0
16731,2.0,3.0,2.0,8.0,643500.0,1650.0,0.0,7104.0
16732,1.75,4.0,2.0,7.0,372500.0,1590.0,0.0,10523.0
16733,2.0,5.0,1.0,8.0,630000.0,1720.0,180.0,5000.0
16734,2.5,2.0,2.0,8.0,418000.0,1500.0,0.0,3608.0
16735,2.5,4.0,2.0,9.0,425000.0,2689.0,0.0,6688.0
16736,2.75,4.0,2.0,9.0,800000.0,3250.0,0.0,5500.0
16737,1.0,2.0,1.0,7.0,208000.0,960.0,0.0,13438.0
16738,1.75,3.0,1.0,7.0,476000.0,1650.0,0.0,9600.0
16739,2.5,3.0,2.0,8.0,277500.0,1690.0,0.0,5171.0
16740,1.75,3.0,1.0,8.0,478000.0,1410.0,1380.0,36585.0
16741,2.75,4.0,3.0,8.0,890000.0,2310.0,0.0,4020.0
16742,3.5,3.0,3.0,8.0,450000.0,1390.0,400.0,1288.0
16743,1.0,3.0,1.0,6.0,205000.0,1230.0,0.0,8750.0
16744,2.0,3.0,1.5,8.0,665000.0,1620.0,0.0,2640.0
16745,2.75,4.0,1.0,8.0,518000.0,1440.0,1000.0,12051.0
16746,2.25,4.0,2.0,8.0,465000.0,2100.0,0.0,7350.0
16747,2.5,3.0,2.0,7.0,330000.0,3040.0,0.0,7232.0
16748,3.0,4.0,2.0,7.0,449400.0,2490.0,0.0,5064.0
16749,2.75,3.0,1.0,9.0,829000.0,2690.0,0.0,10443.0
16750,1.75,4.0,1.0,8.0,450000.0,2190.0,0.0,9752.0
16751,1.75,3.0,1.0,7.0,310000.0,1490.0,0.0,9120.0
16752,2.25,3.0,2.0,9.0,615000.0,2530.0,0.0,45234.0
16753,2.0,3.0,1.0,8.0,605000.0,1120.0,940.0,4040.0
16754,2.25,3.0,2.0,9.0,437500.0,1970.0,0.0,35100.0
16755,1.75,3.0,1.5,7.0,545000.0,1400.0,0.0,4000.0
16756,2.5,3.0,1.0,10.0,770000.0,2390.0,1290.0,35617.0
16757,2.25,5.0,2.0,8.0,600000.0,3000.0,0.0,13899.0
16758,1.0,3.0,2.0,7.0,560000.0,1440.0,0.0,5000.0
16759,5.75,5.0,2.0,12.0,1920000.0,6660.0,1070.0,230868.0
16760,1.0,3.0,1.5,7.0,457000.0,1170.0,0.0,3348.0
16761,1.0,2.0,1.5,6.0,585000.0,1520.0,250.0,8640.0
16762,2.0,3.0,1.0,8.0,560000.0,1860.0,0.0,13374.0
16763,1.0,2.0,1.0,5.0,345000.0,770.0,0.0,3008.0
16764,3.5,4.0,2.0,8.0,550000.0,2440.0,1380.0,17745.0
16765,2.5,4.0,2.0,10.0,589950.0,3190.0,0.0,8195.0
16766,1.5,3.0,1.0,7.0,327000.0,1320.0,0.0,13200.0
16768,1.0,3.0,1.0,6.0,150000.0,1010.0,0.0,25000.0
16769,2.5,2.0,3.0,8.0,425000.0,1140.0,0.0,1182.0
16770,1.0,3.0,1.0,7.0,350000.0,860.0,0.0,7030.0
16771,1.75,3.0,2.0,6.0,273000.0,1540.0,0.0,10545.0
16772,2.25,4.0,1.0,8.0,750000.0,1080.0,1080.0,9525.0
16773,1.5,3.0,1.0,7.0,240000.0,1450.0,0.0,9477.0
16774,1.75,3.0,1.0,8.0,400000.0,1830.0,0.0,9620.0
16775,1.5,3.0,1.0,7.0,230000.0,980.0,650.0,6625.0
16776,2.5,4.0,2.0,8.0,372000.0,2500.0,0.0,8215.0
16777,1.75,3.0,1.0,7.0,459500.0,1030.0,440.0,4950.0
16778,2.5,3.0,2.0,8.0,582000.0,2380.0,0.0,19860.0
16779,2.5,4.0,1.0,7.0,465000.0,1420.0,750.0,7700.0
16780,2.0,3.0,1.0,9.0,386000.0,2120.0,0.0,7560.0
16781,2.5,3.0,2.0,8.0,546000.0,1530.0,0.0,3464.0
16782,1.75,3.0,1.0,7.0,278000.0,2060.0,650.0,9088.0
16783,2.5,3.0,2.0,8.0,540000.0,2860.0,0.0,8935.0
16784,1.75,4.0,2.0,7.0,529000.0,2800.0,0.0,90169.0
16785,1.0,4.0,1.5,7.0,554000.0,1120.0,0.0,7104.0
16786,1.0,3.0,1.0,7.0,210000.0,1430.0,300.0,7210.0
16787,1.0,2.0,1.0,6.0,225000.0,1010.0,0.0,5408.0
16788,2.5,4.0,2.0,9.0,561600.0,2350.0,0.0,6624.0
16789,5.25,6.0,2.0,7.0,300000.0,2860.0,0.0,5682.0
16790,3.5,4.0,2.0,10.0,1650000.0,3485.0,800.0,9567.0
16791,3.75,4.0,2.0,10.0,1020000.0,4060.0,0.0,19290.0
16792,1.0,3.0,1.0,7.0,150000.0,960.0,350.0,9612.0
16793,1.75,2.0,1.0,7.0,400950.0,1400.0,920.0,6250.0
16794,2.25,4.0,2.0,9.0,620000.0,2210.0,0.0,8101.0
16795,2.75,4.0,1.5,8.0,449000.0,1680.0,410.0,14141.0
16796,2.5,4.0,1.0,7.0,630000.0,1250.0,990.0,4025.0
16797,1.0,2.0,1.0,6.0,336000.0,1180.0,0.0,7200.0
16798,1.75,4.0,1.0,7.0,299950.0,1560.0,0.0,31299.0
16799,2.0,4.0,1.0,8.0,352500.0,1350.0,620.0,7451.0
16800,1.0,2.0,1.0,6.0,150000.0,840.0,0.0,12750.0
16801,1.0,2.0,1.0,6.0,175000.0,840.0,0.0,12750.0
16802,2.0,3.0,1.0,8.0,305000.0,1830.0,0.0,10873.0
16803,3.75,4.0,2.0,12.0,2570000.0,2659.0,1816.0,20424.0
16804,1.5,3.0,1.0,7.0,607500.0,1200.0,600.0,4700.0
16805,1.0,2.0,1.0,7.0,505000.0,950.0,300.0,5040.0
16806,1.75,3.0,1.0,7.0,280500.0,1220.0,1220.0,10179.0
16807,2.5,3.0,2.0,10.0,610000.0,2910.0,0.0,12283.0
16808,2.75,5.0,2.0,8.0,381000.0,3060.0,0.0,6895.0
16809,2.25,5.0,1.0,8.0,482000.0,1320.0,910.0,9600.0
16810,1.0,3.0,1.0,7.0,379950.0,1270.0,0.0,6900.0
16812,2.25,3.0,1.0,7.0,425000.0,1180.0,400.0,39189.0
16813,2.25,4.0,2.0,8.0,580000.0,2570.0,0.0,36465.0
16814,1.0,2.0,1.0,7.0,605000.0,860.0,0.0,6510.0
16815,1.0,1.0,1.0,8.0,194000.0,760.0,60.0,1060.0
16816,2.25,4.0,2.0,8.0,546200.0,2090.0,0.0,8579.0
16817,3.5,4.0,2.0,10.0,1400000.0,2560.0,1000.0,16782.0
16818,1.75,3.0,1.0,7.0,315000.0,1240.0,620.0,9629.0
16819,1.5,3.0,1.5,6.0,465000.0,900.0,0.0,8690.0
16820,1.0,2.0,1.0,6.0,330000.0,580.0,580.0,32251.0
16821,2.75,4.0,2.0,10.0,795000.0,3100.0,0.0,7501.0
16822,2.25,4.0,1.0,7.0,265000.0,1280.0,1020.0,9100.0
16823,2.5,4.0,2.0,11.0,1300000.0,2040.0,1070.0,11857.0
16824,1.0,3.0,1.0,6.0,126500.0,1130.0,0.0,12212.0
16825,2.5,4.0,2.0,9.0,760000.0,2920.0,0.0,7901.0
16826,1.25,2.0,2.0,9.0,540000.0,1050.0,180.0,1569.0
16827,2.75,5.0,1.0,7.0,446000.0,1370.0,820.0,12687.0
16828,0.75,1.0,1.0,6.0,170000.0,850.0,0.0,5600.0
16829,2.5,3.0,1.0,7.0,379000.0,1000.0,500.0,7420.0
16830,4.0,9.0,2.5,11.0,1400000.0,3870.0,750.0,5508.0
16831,2.75,4.0,2.0,9.0,800000.0,3150.0,0.0,7035.0
16833,2.5,5.0,1.0,7.0,820000.0,1580.0,1580.0,8000.0
16834,1.75,3.0,1.0,7.0,449950.0,2070.0,0.0,96703.0
16835,2.25,3.0,1.0,7.0,392000.0,1220.0,570.0,7125.0
16836,2.5,3.0,2.0,8.0,465000.0,1650.0,0.0,4636.0
16837,2.5,4.0,1.0,7.0,449950.0,1230.0,840.0,7312.0
16838,1.5,3.0,1.5,7.0,520000.0,1180.0,400.0,8841.0
16839,2.25,4.0,1.0,8.0,546800.0,1420.0,750.0,10000.0
16841,1.75,3.0,1.0,7.0,337000.0,1440.0,0.0,11364.0
16842,1.0,2.0,1.0,6.0,333000.0,720.0,0.0,6686.0
16843,2.0,2.0,2.0,8.0,380000.0,760.0,360.0,780.0
16844,2.5,3.0,2.0,8.0,280000.0,1970.0,0.0,8426.0
16845,1.5,3.0,1.0,6.0,202000.0,1420.0,0.0,9081.0
16846,2.5,4.0,2.0,8.0,585000.0,2250.0,0.0,4119.0
16847,2.0,4.0,1.0,8.0,435000.0,1330.0,1300.0,9663.0
16848,3.5,4.0,2.0,11.0,1200000.0,4740.0,0.0,172497.0
16849,2.25,2.0,2.0,7.0,364000.0,1280.0,0.0,2574.0
16850,1.0,3.0,1.0,6.0,300000.0,1260.0,0.0,8280.0
16851,1.75,2.0,1.0,8.0,558000.0,1930.0,0.0,4601.0
16852,1.5,1.0,1.0,7.0,199950.0,1048.0,0.0,4800.0
16853,2.25,3.0,1.0,8.0,515000.0,1640.0,0.0,8400.0
16854,2.5,4.0,2.0,8.0,590000.0,2380.0,0.0,4950.0
16855,2.0,4.0,1.0,8.0,813500.0,2220.0,310.0,15520.0
16856,2.5,4.0,2.0,8.0,725000.0,2700.0,0.0,25870.0
16857,2.25,3.0,1.5,8.0,490000.0,2330.0,0.0,3600.0
16858,2.25,3.0,2.0,7.0,277000.0,2160.0,0.0,9612.0
16859,1.5,4.0,1.0,7.0,325000.0,1470.0,0.0,70800.0
16860,2.5,4.0,2.0,8.0,649800.0,2280.0,0.0,9827.0
16861,1.0,3.0,1.5,7.0,425000.0,1280.0,0.0,3200.0
16862,1.0,2.0,1.0,7.0,460000.0,850.0,0.0,4650.0
16863,3.25,3.0,2.0,9.0,750000.0,4610.0,0.0,81935.0
16864,2.5,5.0,1.0,8.0,469000.0,1790.0,900.0,11745.0
16865,1.75,4.0,1.0,8.0,566000.0,1340.0,1100.0,5000.0
16866,2.5,3.0,2.0,8.0,407500.0,1930.0,0.0,10460.0
16867,1.0,2.0,1.0,6.0,353500.0,800.0,0.0,8775.0
16868,2.25,3.0,1.0,8.0,524000.0,2430.0,0.0,73151.0
16869,2.5,4.0,2.0,7.0,264950.0,1990.0,0.0,9656.0
16870,2.5,3.0,2.0,9.0,547500.0,2550.0,0.0,10355.0
16871,2.25,3.0,2.0,7.0,264500.0,1370.0,0.0,7087.0
16872,2.0,3.0,1.0,7.0,507500.0,1020.0,1000.0,8118.0
16873,3.5,3.0,2.0,8.0,560000.0,1180.0,380.0,2198.0
16874,4.0,5.0,2.0,11.0,995000.0,4090.0,1520.0,22529.0
16875,2.0,6.0,2.5,9.0,835000.0,3560.0,0.0,5120.0
16876,1.5,3.0,1.0,8.0,440000.0,1220.0,900.0,6290.0
16877,2.5,3.0,1.0,8.0,1020000.0,1460.0,1460.0,5629.0
16878,1.0,2.0,1.0,7.0,300000.0,1340.0,0.0,7788.0
16879,1.0,3.0,1.5,6.0,125000.0,1230.0,0.0,4800.0
16881,2.5,4.0,1.0,7.0,315000.0,1680.0,400.0,5650.0
16882,2.5,4.0,2.0,7.0,320000.0,2070.0,0.0,7007.0
16883,3.25,4.0,2.0,11.0,972000.0,4010.0,0.0,13797.0
16884,2.5,3.0,1.0,7.0,760000.0,1540.0,650.0,10000.0
16885,3.0,4.0,2.0,6.0,265000.0,1730.0,0.0,7264.0
16886,1.0,2.0,1.0,7.0,355000.0,1250.0,0.0,4558.0
16887,1.0,3.0,1.0,6.0,300000.0,1300.0,0.0,20812.0
16888,2.5,5.0,1.0,7.0,474950.0,1460.0,620.0,8347.0
16889,2.0,4.0,2.0,7.0,470000.0,2180.0,0.0,17180.0
16890,1.0,3.0,1.0,7.0,437500.0,1630.0,0.0,16393.0
16891,1.5,2.0,1.0,8.0,520000.0,1040.0,800.0,3825.0
16892,1.0,2.0,1.0,6.0,237600.0,1370.0,0.0,11584.0
16893,1.0,2.0,1.0,8.0,162950.0,950.0,0.0,2784.0
16895,2.5,3.0,1.0,8.0,635000.0,1210.0,570.0,11000.0
16896,3.0,4.0,1.5,8.0,735000.0,2060.0,780.0,4120.0
16897,2.5,2.0,2.0,9.0,910000.0,2000.0,0.0,5150.0
16898,3.25,3.0,2.0,8.0,346500.0,1290.0,280.0,2048.0
16899,2.5,4.0,1.0,9.0,655000.0,1630.0,740.0,9517.0
16900,1.75,3.0,1.0,7.0,425000.0,1610.0,0.0,144619.0
16901,1.0,3.0,1.0,6.0,137000.0,1300.0,0.0,10125.0
16902,2.5,3.0,2.0,9.0,557500.0,2620.0,0.0,11056.0
16903,2.25,4.0,2.0,8.0,415000.0,3060.0,0.0,48787.0
16904,2.25,5.0,2.0,9.0,830000.0,2780.0,0.0,10192.0
16905,3.0,4.0,2.0,11.0,949000.0,4270.0,0.0,85643.0
16906,1.0,3.0,1.0,7.0,420000.0,1310.0,0.0,3963.0
16907,1.0,2.0,1.0,7.0,353000.0,1100.0,0.0,7500.0
16908,1.75,3.0,1.5,8.0,560000.0,1480.0,0.0,383328.0
16909,2.5,3.0,3.0,8.0,445700.0,1270.0,0.0,1180.0
16910,1.0,4.0,1.5,7.0,226000.0,1270.0,0.0,6459.0
16911,1.0,3.0,1.0,7.0,358000.0,890.0,0.0,9870.0
16912,1.75,3.0,1.0,7.0,501000.0,740.0,740.0,8667.0
16913,2.5,4.0,1.0,9.0,609000.0,1840.0,1400.0,23870.0
16914,3.25,4.0,2.0,10.0,734950.0,3050.0,1230.0,47179.0
16915,2.5,5.0,1.0,8.0,725000.0,1830.0,1380.0,12000.0
16916,2.25,3.0,1.0,7.0,350500.0,1390.0,480.0,7200.0
16917,2.5,5.0,1.0,8.0,610000.0,1990.0,2000.0,3839.0
16918,1.0,2.0,1.0,7.0,605125.0,910.0,250.0,5029.0
16919,2.25,4.0,2.0,9.0,1390000.0,2940.0,0.0,20384.0
16920,2.25,3.0,2.0,8.0,550000.0,1850.0,0.0,37264.0
16921,1.75,2.0,2.0,7.0,335000.0,760.0,300.0,1202.0
16922,2.0,3.0,1.0,7.0,397000.0,1100.0,0.0,9165.0
16923,2.0,3.0,1.0,7.0,240000.0,1190.0,0.0,10299.0
16924,2.0,3.0,1.0,7.0,240000.0,1030.0,0.0,11118.0
16926,1.5,3.0,1.0,7.0,440000.0,1200.0,1060.0,5300.0
16927,1.0,3.0,1.5,6.0,160000.0,1140.0,0.0,3240.0
16928,1.0,4.0,1.5,7.0,427000.0,1860.0,0.0,4736.0
16929,3.5,4.0,2.0,9.0,920000.0,4080.0,0.0,10666.0
16931,2.5,4.0,2.0,9.0,480000.0,2870.0,0.0,35757.0
16932,1.75,4.0,1.0,9.0,615000.0,1960.0,340.0,11700.0
16933,2.0,3.0,1.5,7.0,736500.0,1290.0,940.0,4800.0
16934,2.5,3.0,2.5,8.0,542500.0,1600.0,320.0,1649.0
16935,1.0,2.0,1.0,6.0,191000.0,700.0,0.0,5000.0
16936,2.5,4.0,2.0,8.0,730000.0,2740.0,0.0,11975.0
16937,2.25,5.0,2.0,9.0,1230000.0,3440.0,0.0,5000.0
16938,1.0,1.0,1.0,5.0,129000.0,650.0,0.0,15364.0
16939,1.5,3.0,1.0,7.0,284000.0,1500.0,0.0,10018.0
16940,2.5,3.0,2.0,9.0,645000.0,2490.0,0.0,5978.0
16941,1.5,3.0,1.0,7.0,218000.0,1330.0,0.0,7600.0
16942,3.5,4.0,2.0,8.0,675000.0,2120.0,1070.0,6875.0
16943,2.5,3.0,2.0,7.0,575000.0,1110.0,480.0,2910.0
16944,1.0,2.0,1.0,6.0,225000.0,830.0,0.0,5720.0
16945,2.25,3.0,2.0,8.0,626000.0,1810.0,0.0,5107.0
16946,2.5,4.0,2.0,9.0,499950.0,2910.0,0.0,20067.0
16947,1.75,4.0,1.0,7.0,405000.0,1090.0,1090.0,13529.0
16948,1.0,3.0,1.0,6.0,152500.0,1090.0,0.0,3523.0
16949,2.5,4.0,2.0,8.0,325000.0,2160.0,0.0,6825.0
16950,1.0,3.0,1.0,7.0,475300.0,1110.0,1000.0,10005.0
16951,1.75,3.0,1.0,7.0,485000.0,1210.0,970.0,7318.0
16952,2.5,3.0,2.0,7.0,720000.0,1500.0,600.0,2200.0
16954,1.5,3.0,1.0,7.0,489000.0,920.0,100.0,9072.0
16955,5.25,5.0,2.0,12.0,3100000.0,5090.0,0.0,23669.0
16956,2.25,3.0,1.0,7.0,288000.0,1280.0,810.0,7500.0
16957,1.75,3.0,1.0,7.0,225000.0,1350.0,0.0,9793.0
16958,1.75,3.0,1.0,8.0,499000.0,2240.0,410.0,11774.0
16959,3.0,5.0,2.0,8.0,632000.0,2100.0,1420.0,36558.0
16960,2.5,3.0,2.0,8.0,580000.0,2040.0,0.0,4627.0
16961,1.5,4.0,2.0,8.0,730000.0,2100.0,240.0,5000.0
16962,2.25,4.0,2.0,7.0,325000.0,1770.0,0.0,7799.0
16963,1.75,3.0,1.0,7.0,421000.0,1100.0,0.0,8662.0
16964,2.5,3.0,2.0,8.0,316000.0,1490.0,0.0,4078.0
16965,1.0,2.0,1.0,6.0,415000.0,880.0,580.0,4200.0
16966,2.25,3.0,2.0,7.0,401000.0,1350.0,0.0,2839.0
16967,0.75,3.0,1.0,5.0,229950.0,1030.0,0.0,12700.0
16968,1.75,3.0,1.0,8.0,539950.0,1820.0,0.0,9875.0
16969,2.0,3.0,1.0,6.0,335000.0,1170.0,0.0,5360.0
16970,2.5,3.0,2.0,7.0,339000.0,1450.0,0.0,3748.0
16972,2.0,4.0,1.0,8.0,650000.0,1610.0,0.0,8976.0
16973,2.5,3.0,2.0,8.0,445000.0,2690.0,0.0,21883.0
16974,2.25,3.0,2.0,9.0,295000.0,1850.0,0.0,7800.0
16975,2.25,4.0,2.0,9.0,975000.0,2010.0,240.0,3600.0
16976,1.5,3.0,1.0,7.0,296500.0,1580.0,0.0,10100.0
16977,2.75,4.0,1.0,8.0,440000.0,1550.0,480.0,56192.0
16978,1.5,5.0,1.0,7.0,420000.0,1890.0,0.0,10880.0
16979,2.5,3.0,2.0,8.0,302000.0,2140.0,0.0,9492.0
16980,1.75,4.0,1.0,8.0,350000.0,1770.0,0.0,7336.0
16982,2.0,3.0,1.0,7.0,645000.0,910.0,730.0,4218.0
16983,2.75,4.0,1.0,7.0,430000.0,1220.0,600.0,5400.0
16984,1.0,4.0,1.0,7.0,413000.0,810.0,600.0,6000.0
16985,1.0,3.0,1.0,7.0,420000.0,1240.0,0.0,7300.0
16986,2.25,3.0,1.0,7.0,495000.0,1230.0,550.0,8050.0
16987,4.5,4.0,2.0,10.0,2190000.0,4240.0,0.0,13162.0
16988,2.5,4.0,2.0,10.0,965000.0,3570.0,0.0,17411.0
16989,2.5,4.0,1.0,8.0,500000.0,1200.0,700.0,5001.0
16991,2.5,4.0,2.0,9.0,720000.0,2870.0,0.0,12648.0
16992,1.75,3.0,1.0,8.0,298000.0,1340.0,280.0,12825.0
16993,1.75,2.0,1.0,6.0,409000.0,740.0,0.0,4000.0
16994,2.5,4.0,2.0,9.0,370000.0,2650.0,0.0,5706.0
16995,1.0,5.0,1.0,7.0,230000.0,1410.0,0.0,9000.0
16996,2.0,3.0,1.0,7.0,290000.0,1360.0,0.0,6685.0
16997,2.25,4.0,1.0,8.0,420000.0,1560.0,1370.0,9840.0
16998,2.5,4.0,2.0,10.0,917000.0,3500.0,0.0,10891.0
16999,3.25,5.0,2.0,10.0,957000.0,2180.0,980.0,5000.0
17000,2.25,3.0,2.0,7.0,482000.0,1710.0,0.0,21485.0
17001,1.75,3.0,2.0,9.0,488000.0,2180.0,0.0,14734.0
17002,2.5,5.0,2.0,9.0,760369.0,2870.0,0.0,4712.0
17003,1.0,2.0,1.0,8.0,170000.0,1500.0,0.0,18540.0
17004,2.5,3.0,1.0,8.0,625000.0,1230.0,890.0,10021.0
17005,1.5,3.0,1.0,7.0,357000.0,1080.0,510.0,6750.0
17006,2.25,3.0,1.0,8.0,583000.0,1350.0,480.0,8276.0
17007,2.0,3.0,1.0,7.0,173250.0,1210.0,0.0,9097.0
17008,2.0,4.0,1.5,7.0,414050.0,1590.0,0.0,10331.0
17009,1.75,3.0,1.5,6.0,400000.0,950.0,100.0,6150.0
17010,2.0,3.0,1.5,8.0,537000.0,1550.0,0.0,27003.0
17011,2.25,4.0,2.0,7.0,465000.0,2070.0,0.0,7500.0
17012,2.25,3.0,1.0,8.0,425000.0,1740.0,0.0,9682.0
17013,2.0,4.0,1.0,6.0,445000.0,1080.0,620.0,21780.0
17014,1.0,2.0,1.0,6.0,179950.0,1200.0,0.0,9000.0
17015,2.5,3.0,2.0,7.0,275000.0,1710.0,0.0,7230.0
17016,2.5,4.0,2.0,7.0,190000.0,1840.0,0.0,13493.0
17017,1.75,3.0,1.0,7.0,385000.0,1280.0,620.0,5520.0
17018,1.0,4.0,1.0,6.0,303000.0,1220.0,1080.0,9583.0
17019,1.0,3.0,1.0,6.0,165000.0,970.0,0.0,7503.0
17020,2.0,2.0,1.0,6.0,600000.0,1270.0,0.0,5000.0
17021,2.25,3.0,2.0,8.0,710000.0,3130.0,0.0,65775.0
17022,3.25,5.0,2.0,10.0,875000.0,2720.0,1510.0,21455.0
17023,2.5,3.0,2.0,7.0,269950.0,1480.0,0.0,9743.0
17024,2.5,4.0,2.0,9.0,838000.0,3310.0,0.0,42998.0
17025,2.0,4.0,1.0,7.0,670500.0,1590.0,0.0,6750.0
17026,1.5,4.0,1.0,7.0,420000.0,1290.0,400.0,9391.0
17027,1.5,3.0,1.0,7.0,370000.0,1430.0,260.0,161913.0
17028,1.75,3.0,1.0,7.0,360000.0,1500.0,0.0,7200.0
17029,2.5,4.0,2.0,8.0,562500.0,2320.0,0.0,8721.0
17030,2.5,3.0,1.0,8.0,360500.0,1650.0,1650.0,11525.0
17031,2.25,3.0,2.0,7.0,389999.0,1300.0,145.0,1471.0
17032,3.0,4.0,1.0,7.0,450000.0,1270.0,620.0,13140.0
17033,2.0,4.0,1.0,7.0,247500.0,1060.0,700.0,8400.0
17034,1.0,3.0,1.0,5.0,208000.0,1050.0,0.0,6240.0
17035,2.5,3.0,2.0,7.0,455000.0,1980.0,0.0,7309.0
17036,1.75,4.0,1.0,7.0,379400.0,1060.0,1060.0,7680.0
17037,1.5,3.0,1.0,6.0,190000.0,760.0,0.0,40039.0
17038,1.0,3.0,1.0,7.0,326188.0,1300.0,0.0,8800.0
17039,2.5,2.0,2.0,7.0,168000.0,1160.0,0.0,2174.0
17040,2.5,4.0,2.0,8.0,314000.0,2340.0,0.0,8990.0
17041,2.75,4.0,2.0,9.0,630000.0,2710.0,0.0,37277.0
17042,1.75,3.0,1.0,7.0,550000.0,1440.0,0.0,8957.0
17043,2.25,4.0,2.0,8.0,530000.0,1980.0,0.0,15086.0
17044,1.75,3.0,1.0,7.0,637500.0,1680.0,0.0,10685.0
17045,2.5,3.0,2.0,8.0,400000.0,1390.0,0.0,2815.0
17047,2.5,3.0,2.0,7.0,272000.0,1680.0,0.0,8512.0
17048,2.5,4.0,2.0,8.0,600000.0,2710.0,0.0,6474.0
17049,1.0,2.0,1.5,7.0,450600.0,840.0,0.0,7020.0
17050,2.25,3.0,2.0,10.0,550000.0,2090.0,0.0,8095.0
17051,1.0,3.0,1.0,6.0,225000.0,1120.0,0.0,8407.0
17052,1.5,3.0,1.0,6.0,132825.0,1210.0,0.0,5200.0
17053,1.5,3.0,1.0,6.0,219950.0,1210.0,0.0,5200.0
17054,2.0,5.0,1.0,7.0,580000.0,970.0,970.0,6000.0
17055,1.75,3.0,1.0,7.0,568000.0,1300.0,630.0,213008.0
17056,1.75,3.0,1.0,7.0,406000.0,1030.0,240.0,6017.0
17057,1.75,3.0,1.5,7.0,469000.0,1170.0,510.0,2400.0
17058,2.5,3.0,2.0,8.0,415000.0,2090.0,0.0,6045.0
17059,1.5,3.0,1.0,7.0,390000.0,1000.0,0.0,13991.0
17060,1.75,3.0,1.0,8.0,251000.0,1350.0,0.0,10125.0
17061,2.5,3.0,2.0,9.0,750000.0,2440.0,840.0,6750.0
17062,2.5,4.0,2.0,9.0,845000.0,1760.0,630.0,5071.0
17063,1.5,3.0,1.0,7.0,350000.0,1860.0,0.0,17640.0
17064,1.0,3.0,1.0,7.0,322000.0,790.0,590.0,5864.0
17065,2.25,4.0,2.0,8.0,664500.0,2740.0,330.0,9210.0
17066,1.75,3.0,1.5,8.0,988000.0,2190.0,0.0,3800.0
17067,1.75,2.0,1.0,7.0,625000.0,1090.0,900.0,4000.0
17068,1.0,2.0,1.0,6.0,675000.0,930.0,0.0,36478.0
17069,1.75,3.0,1.0,7.0,503000.0,1420.0,650.0,9827.0
17070,2.25,4.0,1.0,8.0,431000.0,1270.0,900.0,10500.0
17071,1.75,3.0,1.0,7.0,250000.0,1290.0,620.0,10230.0
17072,2.5,4.0,2.0,8.0,268500.0,2100.0,0.0,4237.0
17073,3.25,6.0,2.0,9.0,1070000.0,3560.0,0.0,21400.0
17074,2.5,4.0,2.0,7.0,295000.0,2290.0,0.0,4539.0
17075,2.25,3.0,1.0,8.0,780000.0,1590.0,540.0,11782.0
17076,2.5,3.0,2.0,8.0,354000.0,2160.0,0.0,15817.0
17077,1.0,2.0,1.0,6.0,305000.0,860.0,0.0,7250.0
17078,2.75,5.0,2.0,8.0,733000.0,2880.0,0.0,4425.0
