,bathrooms,bedrooms,floors,grade,house_age,lat,long,price,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,zipcode
20528,2.5,3,3.0,8,4,47.63800000000001,-122.375,455000.0,0.0,1180,932,True,2010,98119
20531,3.5,3,2.0,7,2,47.5459,-122.368,362500.0,310.0,1710,2212,False,2013,98126
20533,3.5,4,2.0,8,4,47.5168,-121.87,540000.0,760.0,3510,6005,False,2010,98065
20534,1.75,3,2.0,8,0,47.5638,-122.295,230000.0,0.0,1140,1165,False,2014,98108
20539,2.5,4,2.0,8,2,47.3404,-122.181,379500.0,0.0,2560,5102,False,2013,98092
20541,1.75,2,2.0,8,1,47.5171,-122.34700000000001,258800.0,0.0,1290,1624,False,2014,98106
20543,2.5,2,2.0,7,5,47.5489,-122.363,295000.0,350.0,1630,1368,False,2009,98106
20544,2.75,4,2.0,10,1,47.5975,-121.985,908990.0,0.0,3530,6844,False,2014,98075
20545,2.5,4,2.0,9,0,47.3522,-122.20100000000001,485230.0,0.0,2714,12558,False,2014,98031
20547,3.25,5,2.0,10,0,47.5388,-122.11399999999999,1240000.0,1360.0,5790,13726,False,2014,98006
20548,3.0,3,2.5,8,1,47.5446,-122.01700000000001,635000.0,380.0,2230,1407,False,2013,98027
20549,2.5,3,2.0,9,2,47.5444,-122.375,350000.0,220.0,1380,1590,True,2012,98126
20550,3.5,3,3.0,8,4,47.7162,-122.294,345000.0,0.0,1320,1161,False,2010,98125
20551,2.0,2,3.0,9,0,47.6356,-122.346,700000.0,0.0,1490,713,True,2014,98109
20553,4.0,5,2.0,10,0,47.6965,-122.134,1300000.0,,3870,5929,False,2014,98052
20554,2.5,2,2.0,8,5,47.6273,-122.359,579000.0,,1280,1051,False,2009,98119
20556,2.75,4,2.0,8,3,47.495,-122.145,467000.0,0.0,2170,5024,False,2012,98059
20557,2.25,4,2.0,8,2,47.4213,-122.194,305000.0,0.0,1763,3717,False,2012,98031
20559,2.5,4,2.0,7,4,47.6866,-122.01299999999999,429000.0,0.0,1840,4593,False,2010,98053
20560,2.0,3,3.0,9,0,47.5433,-122.376,479950.0,0.0,1820,1358,False,2014,98126
20561,3.5,3,2.0,9,0,47.6813,-122.37200000000001,825000.0,800.0,2670,3000,False,2014,98117
20563,2.25,3,2.0,7,2,47.3584,-122.083,250000.0,0.0,1400,3814,True,2012,98042
20565,2.5,3,2.0,7,1,47.5134,-122.34200000000001,265000.0,0.0,1400,3368,False,2013,98146
20570,2.5,2,2.0,8,0,47.6372,-122.324,653500.0,560.0,1680,1240,False,2014,98102
20573,2.5,4,2.0,7,5,47.4916,-122.15299999999999,415000.0,0.0,2550,4500,True,2009,98059
20575,2.5,3,2.0,7,5,47.3523,-122.212,273500.0,0.0,1550,3402,False,2009,98002
20576,2.5,4,2.0,10,0,47.5802,-122.039,969990.0,0.0,4150,8436,False,2014,98075
20577,3.5,5,2.0,9,0,47.6607,-122.36200000000001,1200000.0,1250.0,3900,4400,False,2014,98107
20579,2.5,4,2.0,8,1,47.5108,-122.36200000000001,392000.0,0.0,2130,4000,False,2014,98146
20582,2.5,4,2.0,9,2,47.2953,-122.265,453000.0,0.0,2502,8306,False,2013,98001
20584,2.5,4,2.0,8,0,47.4783,-122.12299999999999,469995.0,0.0,2350,3800,False,2014,98059
20586,2.5,4,2.0,8,2,47.515,-121.87,555000.0,0.0,3310,6500,False,2012,98065
20589,2.5,4,2.0,8,3,47.3363,-122.211,297000.0,0.0,2230,4952,False,2011,98002
20592,2.75,4,2.0,9,0,47.705,-122.126,799990.0,0.0,3110,6050,False,2014,98052
20595,2.5,3,2.0,8,4,47.6764,-122.389,732000.0,0.0,1960,3060,False,2010,98117
20599,2.5,3,2.0,9,1,47.3515,-122.134,375000.0,0.0,2424,5931,False,2014,98042
20601,2.5,3,2.0,7,5,47.3366,-122.052,284000.0,0.0,1880,6008,False,2009,98042
20602,2.0,2,2.0,8,1,47.6206,-122.3,610000.0,430.0,1210,740,False,2014,98112
20603,3.25,4,2.0,9,3,47.688,-122.01799999999999,955000.0,0.0,3720,6765,False,2012,98053
20604,2.75,4,2.0,9,0,47.6706,-122.17299999999999,982000.0,0.0,3610,8580,False,2014,98033
20606,2.5,5,2.0,8,0,47.7053,-122.113,779380.0,0.0,2590,7084,False,2014,98052
20608,3.0,3,2.5,8,1,47.5446,-122.01700000000001,635000.0,400.0,2290,1407,True,2014,98027
20611,2.5,5,2.0,8,0,47.5165,-122.346,359800.0,0.0,2170,2752,False,2014,98106
20612,3.0,3,3.0,8,5,47.7175,-122.28399999999999,399950.0,0.0,1296,1051,False,2009,98125
20613,3.25,3,2.0,8,1,47.5555,-122.36200000000001,320000.0,390.0,1530,1602,False,2013,98106
20614,2.5,3,2.0,7,0,47.3452,-122.21700000000001,255900.0,0.0,1489,3266,False,2014,98002
20615,2.5,4,2.0,8,1,47.5108,-122.363,380000.0,0.0,2130,4467,False,2014,98146
20616,2.75,3,2.0,9,5,47.6353,-122.37100000000001,580000.0,300.0,1430,1521,False,2009,98119
20619,3.25,4,2.0,9,0,47.6072,-122.054,852880.0,0.0,3450,6184,False,2014,98074
20620,2.5,4,2.0,8,5,47.43,-122.18799999999999,305000.0,0.0,1914,3150,False,2009,98055
20622,2.25,3,2.0,7,2,47.3451,-122.214,261000.0,0.0,1584,2800,False,2012,98002
20624,3.25,4,2.0,9,2,47.6869,-122.01899999999999,795000.0,0.0,3520,5250,False,2012,98053
20626,1.75,3,3.0,8,2,47.6558,-122.348,500000.0,0.0,1410,1197,False,2012,98103
20627,3.5,4,2.0,9,2,47.5169,-121.88600000000001,640000.0,0.0,3220,5741,False,2013,98065
20628,3.25,4,2.0,8,0,47.2975,-122.35,418000.0,0.0,3266,5969,True,2014,98023
20630,3.5,4,2.5,9,1,47.2851,-122.277,552900.0,0.0,3828,18900,True,2014,98001
20631,2.25,3,3.0,8,0,47.5402,-122.387,539950.0,0.0,1670,1596,True,2014,98136
20632,2.5,4,2.0,9,1,47.2905,-122.264,524225.0,0.0,3056,11385,False,2014,98001
20638,3.0,3,3.0,8,5,47.7302,-122.355,327000.0,0.0,1370,1001,False,2009,98133
20639,4.0,6,2.0,9,0,47.6236,-122.023,859950.0,0.0,3180,6551,False,2014,98074
20641,2.5,3,2.0,8,3,47.5442,-122.37100000000001,379900.0,0.0,1800,2792,False,2011,98126
20643,2.5,3,2.0,8,1,47.37,-122.01899999999999,398096.0,0.0,2370,5321,False,2014,98038
20645,3.5,4,2.0,9,0,47.7049,-122.125,939000.0,0.0,3640,6049,False,2014,98052
20647,2.5,4,2.0,7,0,47.3384,-122.18,306000.0,0.0,2267,3577,False,2014,98092
20649,1.0,2,3.0,7,4,47.6912,-122.31299999999999,394950.0,0.0,1131,1304,False,2011,98115
20650,3.5,3,2.0,10,0,47.5818,-122.04700000000001,914154.0,0.0,2940,6431,False,2014,98075
20651,2.5,3,2.0,7,4,47.754,-122.215,496000.0,0.0,2180,4533,False,2010,98011
20653,2.5,4,2.0,8,1,47.4759,-121.734,449990.0,0.0,2680,5539,False,2013,98045
20654,2.5,4,2.0,8,2,47.4759,-121.734,502000.0,0.0,2680,5539,True,2013,98045
20656,3.5,4,2.5,8,2,47.3427,-122.27799999999999,349950.0,0.0,2796,3520,False,2013,98001
20658,3.5,4,2.0,9,0,47.5765,-122.072,1050000.0,950.0,4210,6481,False,2014,98075
20660,3.5,4,2.0,9,1,47.5528,-122.07600000000001,828950.0,1110.0,3930,5680,False,2013,98027
20661,2.5,3,2.0,8,1,47.2582,-122.198,274950.0,0.0,1608,4000,False,2014,98092
20664,2.5,4,2.0,7,0,47.3448,-122.21700000000001,282900.0,0.0,1710,3500,False,2014,98002
20665,3.75,5,2.0,9,1,47.6819,-122.17200000000001,909950.0,0.0,3050,8972,False,2014,98033
20666,3.5,4,2.0,9,0,47.6178,-122.055,922755.0,0.0,3560,4951,False,2014,98074
20670,2.0,3,1.0,7,0,47.1948,-121.975,256703.0,0.0,1670,4441,False,2014,98022
20671,2.5,3,2.0,7,4,47.6856,-122.01299999999999,386380.0,0.0,1720,3600,True,2010,98053
20672,2.0,2,1.0,8,4,47.708999999999996,-122.01799999999999,485000.0,0.0,1510,3961,False,2010,98053
20673,2.25,3,2.0,7,5,47.3665,-122.022,275000.0,0.0,1450,4040,False,2010,98038
20674,2.5,4,2.0,8,4,47.4513,-122.20200000000001,370000.0,0.0,1812,5026,False,2011,98055
20678,2.25,4,3.0,9,1,47.5775,-122.41,575000.0,570.0,2070,1230,False,2013,98116
20682,2.75,4,2.0,8,0,47.7748,-122.244,619990.0,0.0,2630,4501,False,2015,98028
20683,2.5,4,2.0,7,3,47.2599,-122.256,317500.0,0.0,2233,6025,False,2012,98001
20684,2.75,4,2.0,7,0,47.7401,-122.226,564950.0,0.0,2990,4521,False,2014,98028
20685,1.25,2,2.0,8,0,47.6884,-122.374,545000.0,0.0,1240,2150,False,2014,98117
20688,3.0,4,2.0,8,3,47.7727,-122.23700000000001,530000.0,0.0,2290,5105,False,2012,98028
20690,1.75,2,2.0,7,2,47.5325,-122.072,305000.0,0.0,1120,758,False,2012,98027
20691,3.5,5,2.0,7,1,47.5241,-122.285,380000.0,0.0,2420,4670,False,2013,98118
20692,2.5,4,2.0,8,5,47.428999999999995,-122.189,305000.0,0.0,1714,3250,False,2010,98055
20693,2.5,4,2.0,7,3,47.5073,-122.16799999999999,440000.0,0.0,2230,5650,False,2011,98056
20694,3.0,4,2.0,7,1,47.431000000000004,-122.335,459000.0,0.0,2530,10000,False,2013,98148
20696,2.75,4,2.0,8,3,47.4865,-122.14299999999999,600000.0,0.0,3110,11225,False,2012,98059
20699,1.75,3,2.0,8,1,47.6646,-122.367,540000.0,610.0,1630,1404,False,2014,98107
20702,2.5,3,2.0,8,4,47.5893,-122.309,480000.0,,1590,1431,False,2010,98144
20706,3.5,3,2.0,10,2,47.537,-122.185,750000.0,350.0,3390,10078,False,2012,98056
20708,3.5,3,2.0,8,5,47.5675,-122.369,420000.0,380.0,1900,2133,False,2009,98126
20710,3.25,4,2.0,9,2,47.516999999999996,-121.876,635000.0,390.0,3420,6752,True,2012,98065
20712,2.5,4,2.0,8,3,47.356,-122.057,380000.0,0.0,2110,5306,False,2012,98038
20717,2.5,4,2.0,9,1,47.7039,-122.36,685000.0,0.0,2310,5100,False,2013,98177
20720,2.5,3,2.0,7,4,47.3771,-122.186,259950.0,0.0,1578,7340,False,2010,98030
20721,2.0,3,1.0,9,3,47.6927,-121.92,441000.0,0.0,1720,15000,False,2011,98014
20724,2.25,3,2.0,8,2,47.5774,-122.412,497000.0,410.0,1460,1353,False,2012,98116
20725,2.5,3,2.0,8,0,47.3518,-122.275,345500.0,0.0,1930,4000,False,2014,98001
20728,2.25,2,2.0,9,5,47.5663,-122.29,345000.0,0.0,860,696,False,2009,98118
20730,2.5,3,2.0,9,1,47.3512,-122.135,391500.0,0.0,2424,6143,False,2014,98030
20734,2.25,2,2.0,7,5,47.5592,-122.28399999999999,370000.0,200.0,1280,835,False,2009,98118
20735,3.5,5,2.0,9,0,47.6764,-122.39200000000001,1080000.0,880.0,3740,5610,False,2014,98117
20736,2.5,3,2.0,7,0,47.3451,-122.209,298900.0,0.0,1852,4000,False,2014,98002
20738,3.5,4,2.0,9,4,47.50100000000001,-121.902,790000.0,0.0,3190,31450,False,2010,98027
20739,2.5,3,2.0,8,0,47.6843,-122.305,1050000.0,1100.0,3400,5119,False,2014,98115
20741,2.0,3,1.0,8,3,47.3564,-122.198,348000.0,,2360,6145,False,2011,98030
20742,2.5,5,2.0,8,3,47.3658,-122.037,358000.0,0.0,2460,5604,False,2011,98038
20749,3.5,5,2.0,10,2,47.3574,-122.318,770000.0,1400.0,4750,8234,False,2013,98198
20750,3.25,4,2.0,8,0,47.5286,-122.18700000000001,641000.0,860.0,2760,4104,False,2014,98056
20753,3.0,4,2.0,9,0,47.6435,-122.354,1110000.0,590.0,2770,2650,False,2014,98109
20754,2.5,5,2.0,8,-1,47.7384,-122.348,357000.0,0.0,2990,9240,False,2015,98133
20758,2.0,3,1.0,9,2,47.4593,-122.13600000000001,479950.0,0.0,2260,7163,False,2012,98058
20759,3.5,4,2.0,9,2,47.5169,-121.884,660000.0,0.0,3400,5196,True,2012,98065
20761,2.0,3,1.0,7,5,47.3689,-122.175,253101.0,0.0,1239,6036,False,2009,98030
20762,3.5,3,2.0,9,3,47.562,-122.292,555000.0,650.0,2100,2479,False,2011,98118
20766,3.25,4,2.0,9,1,47.532,-122.384,760000.0,,2690,3995,True,2014,98136
20767,2.5,4,2.0,8,3,47.7327,-121.96600000000001,430000.0,0.0,2750,7200,False,2011,98019
20768,2.5,3,2.0,8,4,47.6942,-122.016,660000.0,0.0,2450,4332,False,2010,98053
20769,2.5,4,2.0,8,0,47.5017,-122.34,399963.0,0.0,2620,4050,False,2014,98146
20771,2.75,4,2.0,8,0,47.4827,-121.773,483453.0,0.0,2790,5527,False,2014,98045
20772,2.0,3,3.0,9,0,47.5432,-122.376,469950.0,0.0,1820,1357,False,2014,98126
20773,2.75,4,2.0,8,1,47.4841,-121.772,504058.0,0.0,2910,7467,False,2013,98045
20774,2.5,4,2.0,9,1,47.2596,-122.194,425996.0,0.0,2568,5000,False,2014,98092
20775,2.75,4,2.0,9,4,47.6057,-122.04700000000001,760005.0,0.0,3090,5859,False,2010,98074
20776,2.0,2,2.0,8,1,47.6205,-122.29899999999999,699999.0,510.0,1460,1085,False,2014,98112
20777,2.5,3,2.0,8,0,47.6088,-122.311,749950.0,670.0,2010,2263,False,2014,98122
20780,2.5,3,2.0,7,4,47.3774,-122.186,272000.0,0.0,1528,7616,False,2011,98030
20782,2.25,3,3.0,9,0,47.5633,-122.385,643950.0,0.0,1760,2122,False,2015,98116
20786,2.5,4,2.0,9,1,47.2904,-122.264,499160.0,0.0,2628,11466,False,2014,98001
20787,2.5,4,2.0,8,5,47.7711,-122.16799999999999,536000.0,0.0,2520,4831,False,2009,98072
20788,3.5,5,2.0,8,3,47.3455,-122.023,419900.0,620.0,2880,5000,False,2012,98038
20789,2.25,3,3.0,7,0,47.6908,-122.365,469000.0,0.0,1440,1362,False,2014,98117
20791,1.5,4,2.0,7,0,47.5669,-122.29700000000001,182568.0,0.0,1500,2106,False,2014,98108
20792,2.5,3,2.0,9,2,47.3307,-122.18799999999999,334888.0,0.0,1769,7324,False,2012,98092
20793,4.0,4,2.0,9,1,47.5442,-122.116,799900.0,320.0,3650,18223,False,2013,98006
20794,2.5,4,2.0,8,4,47.3494,-122.042,383000.0,0.0,2160,6223,False,2010,98038
20796,2.5,3,2.0,8,0,47.3706,-122.01700000000001,351999.0,0.0,2370,4200,False,2014,98038
20798,2.5,3,2.0,8,4,47.3568,-122.056,312000.0,0.0,1780,4077,False,2011,98038
20799,3.5,4,2.0,8,3,47.5381,-122.046,674950.0,420.0,2650,3127,False,2011,98027
20803,2.5,3,2.0,7,5,47.5298,-122.26899999999999,208800.0,0.0,1390,2450,False,2009,98118
20805,2.75,5,2.0,8,5,47.6879,-122.10700000000001,837000.0,180.0,2940,5225,False,2010,98052
20806,3.5,5,2.0,8,2,47.7016,-122.103,780000.0,760.0,3190,4247,False,2013,98052
20808,3.75,5,2.0,10,0,47.5639,-122.223,1600000.0,0.0,3570,10125,False,2014,98040
20809,2.5,3,2.0,8,0,47.371,-122.01799999999999,369946.0,0.0,2420,4725,True,2014,98038
20810,2.75,3,2.0,9,5,47.4878,-122.191,530000.0,930.0,3400,7200,False,2009,98056
20811,2.5,4,2.0,8,3,47.3524,-122.175,386000.0,0.0,2478,6079,True,2012,98030
20813,3.5,4,2.0,9,1,47.3443,-122.32700000000001,735000.0,700.0,3200,7605,True,2013,98198
20814,3.25,5,2.0,10,0,47.538000000000004,-122.11399999999999,1750000.0,1360.0,5790,12739,False,2014,98006
20815,2.25,3,3.0,8,1,47.5402,-122.387,489950.0,0.0,1590,926,False,2014,98136
20817,2.5,4,2.0,8,1,47.2599,-122.28299999999999,329995.0,0.0,2303,3680,False,2013,98001
20818,2.5,3,2.0,8,1,47.534,-121.84100000000001,414000.0,0.0,1790,3754,False,2013,98065
20820,2.5,4,2.0,9,1,47.3262,-122.165,402395.0,0.0,2669,5385,False,2014,98092
20823,1.75,2,2.0,8,0,47.5171,-122.346,239800.0,0.0,1290,1493,True,2014,98106
20824,3.5,5,2.0,8,1,47.5542,-122.359,616950.0,750.0,3560,5008,False,2013,98106
20826,2.25,3,2.0,8,5,47.6519,-122.384,435000.0,150.0,1230,1238,False,2009,98199
20832,2.5,4,2.0,8,2,47.3511,-122.275,353000.0,0.0,1912,5000,False,2012,98001
20834,2.5,3,2.0,8,2,47.382,-122.197,367000.0,0.0,2828,4050,False,2013,98030
20835,2.5,4,2.0,9,1,47.3003,-122.26299999999999,447500.0,0.0,2425,9017,False,2013,98001
20836,3.25,4,2.0,9,-1,47.6725,-122.33,595000.0,970.0,3730,4560,False,2015,98103
20837,1.0,1,1.0,7,5,47.5943,-122.29899999999999,325000.0,0.0,730,1942,False,2009,98144
20840,2.5,4,2.0,8,1,47.4467,-122.287,399500.0,0.0,2560,7492,True,2014,98188
20842,1.5,2,2.0,8,3,47.5607,-122.37799999999999,427000.0,340.0,1440,725,False,2011,98126
20845,2.5,3,2.0,8,1,47.655,-122.009,750000.0,0.0,2620,43832,False,2013,98053
20846,2.5,3,2.0,8,0,47.5388,-122.367,336900.0,280.0,1690,1200,False,2014,98106
20847,2.75,2,3.0,8,5,47.5925,-122.302,555000.0,0.0,1950,1610,False,2009,98144
20849,3.5,4,2.0,9,0,47.57899999999999,-122.389,999950.0,1020.0,3310,4684,True,2014,98116
20850,3.0,5,2.0,10,5,47.6804,-122.288,975000.0,0.0,2620,5477,False,2009,98115
20851,2.25,3,2.0,8,5,47.4214,-122.191,299000.0,0.0,1350,3582,False,2010,98031
20854,2.5,3,2.0,7,2,47.6225,-122.05799999999999,409000.0,0.0,1890,6500,False,2012,98074
20857,2.25,6,2.0,7,2,47.369,-122.287,375000.0,0.0,3206,5793,False,2012,98032
20858,3.5,4,2.0,10,3,47.3229,-122.045,775000.0,0.0,4130,77832,False,2011,98042
20859,3.0,5,2.0,8,0,47.4969,-122.145,639983.0,0.0,2800,5700,False,2014,98059
20860,3.0,4,2.0,7,5,47.3514,-122.213,300000.0,0.0,1984,4419,False,2010,98002
20861,2.5,4,2.0,9,0,47.4698,-122.12100000000001,627000.0,0.0,2750,11830,False,2014,98059
20862,2.75,3,1.0,7,5,47.1941,-121.979,275000.0,0.0,1740,5757,False,2010,98022
20863,2.25,4,2.0,8,0,47.5167,-122.346,352800.0,0.0,1800,2752,True,2014,98106
20865,2.25,4,2.0,9,0,47.678999999999995,-122.375,765000.0,420.0,2030,2222,False,2015,98117
20870,2.5,4,2.0,9,1,47.2958,-122.265,457000.0,0.0,2820,6983,False,2013,98001
20871,2.5,5,2.0,7,0,47.5123,-122.316,355000.0,0.0,2540,5100,True,2014,98168
20873,2.5,4,2.0,8,0,47.543,-122.368,425000.0,0.0,1900,2766,False,2014,98106
20878,2.5,3,2.0,9,0,47.6757,-122.32600000000001,1100000.0,0.0,2550,5100,False,2014,98115
20880,2.25,3,2.0,7,4,47.367,-122.01899999999999,274500.0,0.0,1450,4050,False,2010,98038
20883,2.25,3,2.0,7,5,47.5567,-122.363,312000.0,270.0,1490,974,False,2009,98106
20885,2.5,3,2.0,8,2,47.7373,-121.969,410000.0,0.0,2150,4332,True,2013,98019
20888,3.25,4,2.0,8,1,47.678000000000004,-122.117,519990.0,370.0,1690,1321,True,2014,98052
20889,2.75,4,2.0,8,1,47.4842,-121.772,533112.0,0.0,2790,8853,False,2013,98045
20890,2.0,3,2.0,7,0,47.2602,-122.24600000000001,274900.0,0.0,1936,6612,False,2014,98001
20891,2.25,2,2.0,7,1,47.5323,-122.07,325000.0,0.0,1150,711,False,2013,98027
20892,2.5,4,2.0,7,3,47.4991,-122.29899999999999,350000.0,0.0,2040,22653,False,2011,98168
20894,2.5,4,2.0,8,1,47.343,-122.056,311850.0,0.0,1890,4158,False,2014,98042
20896,2.5,4,2.0,8,2,47.356,-122.057,375000.0,0.0,2250,5306,False,2012,98038
20899,2.5,3,2.0,7,0,47.338,-122.181,303000.0,0.0,2056,3564,False,2014,98092
20900,2.5,2,2.0,8,2,47.6384,-122.37299999999999,525000.0,120.0,1160,1458,False,2012,98119
20903,2.5,3,2.0,8,2,47.297,-122.351,329950.0,,2456,7566,False,2012,98023
20904,4.25,4,2.0,11,5,47.559,-122.045,1830000.0,1870.0,4500,215186,False,2009,98029
20906,2.5,2,2.0,8,0,47.6689,-122.363,499950.0,330.0,1320,1157,False,2014,98107
20909,3.0,3,1.0,7,0,47.1948,-121.975,246950.0,0.0,1670,4440,False,2014,98022
20912,2.5,4,2.0,7,4,47.3414,-122.055,287000.0,0.0,2660,4082,True,2010,98042
20914,2.25,3,3.0,8,0,47.6051,-122.304,490000.0,0.0,1620,1062,False,2014,98122
20915,1.75,3,2.0,7,4,47.5677,-122.314,330000.0,460.0,1300,958,False,2011,98108
20916,2.5,4,2.0,7,1,47.3603,-122.081,286950.0,0.0,1610,4052,False,2013,98042
20917,3.25,3,2.0,9,0,47.64100000000001,-122.35700000000001,1550000.0,870.0,3530,4920,False,2015,98109
20919,3.0,3,3.0,8,0,47.6944,-122.37700000000001,577450.0,0.0,1730,1755,True,2014,98117
20920,2.75,5,2.0,8,4,47.355,-122.057,405000.0,0.0,2400,4900,False,2011,98038
20921,2.5,3,3.0,8,0,47.674,-122.387,510000.0,0.0,1420,1237,False,2014,98107
20923,2.25,4,2.0,9,1,47.6198,-122.289,1300000.0,0.0,2360,4000,False,2013,98112
20926,2.5,3,2.0,8,2,47.5455,-122.368,375000.0,0.0,1580,2407,False,2013,98126
20930,2.5,4,2.0,8,1,47.2602,-122.25200000000001,280000.0,0.0,1934,5677,False,2013,98001
20931,1.5,3,3.0,8,0,47.674,-122.387,500000.0,,1220,962,False,2014,98107
20932,2.75,3,2.0,9,2,47.5439,-121.86200000000001,605000.0,0.0,2450,5750,False,2013,98065
20936,2.0,3,2.0,9,0,47.602,-122.311,549900.0,240.0,1280,960,False,2014,98122
20937,2.5,3,2.0,8,1,47.2956,-122.35,427000.0,0.0,3192,5653,False,2014,98023
20939,2.5,2,2.0,8,0,47.5441,-122.01299999999999,419190.0,0.0,1590,1426,False,2014,98029
20940,2.5,3,2.0,9,2,47.7745,-122.225,650000.0,0.0,2870,7288,False,2012,98011
20942,2.75,4,2.0,8,2,47.36600000000001,-122.30799999999999,269800.0,0.0,1830,3420,False,2012,98198
20943,2.5,4,2.0,7,3,47.3737,-122.16,407000.0,0.0,2927,6000,False,2011,98042
20945,2.5,3,2.0,7,4,47.6861,-122.01299999999999,389700.0,0.0,1720,3581,False,2011,98053
20947,1.5,3,2.0,9,-1,47.5951,-122.301,230000.0,140.0,1040,1264,False,2015,98144
20948,2.75,4,2.0,8,0,47.4838,-121.773,533380.0,0.0,2790,6685,True,2014,98045
20949,2.5,3,2.0,7,0,47.5683,-122.314,295500.0,450.0,1410,1332,False,2014,98108
20952,2.5,3,2.0,7,5,47.5298,-122.26799999999999,324500.0,0.0,1660,3990,False,2009,98118
20956,2.5,3,2.0,7,3,47.3738,-122.161,370950.0,0.0,2529,9653,False,2012,98042
20959,2.75,4,2.0,9,0,47.6181,-122.056,888990.0,0.0,3540,5500,False,2014,98074
20960,2.5,3,2.0,8,1,47.6688,-122.402,705000.0,500.0,1580,1321,False,2014,98107
20961,2.5,3,2.0,7,0,47.4914,-122.334,268000.0,0.0,1700,2250,False,2014,98168
20962,2.5,3,2.0,7,1,47.507,-122.181,305450.0,0.0,1600,3573,False,2013,98056
20963,1.75,2,1.5,9,3,47.5446,-122.01799999999999,399900.0,510.0,1410,1005,False,2011,98027
20964,1.5,3,3.0,8,0,47.6765,-122.32,495000.0,0.0,1580,1228,False,2014,98115
20965,3.5,3,2.0,10,0,47.438,-122.344,857326.0,0.0,3940,11632,False,2014,98166
20966,2.75,5,2.0,9,0,47.7336,-122.21,845950.0,800.0,4450,9600,False,2014,98011
20967,2.5,4,2.0,8,0,47.2577,-122.198,303210.0,0.0,2009,5000,False,2014,98092
20968,5.0,6,2.0,7,5,47.3045,-122.211,343000.0,0.0,2732,7655,False,2009,98002
20971,3.5,5,2.0,9,3,47.4299,-122.20700000000001,477500.0,0.0,2815,5619,False,2012,98055
20973,3.25,5,2.0,8,0,47.553000000000004,-122.354,580000.0,880.0,3030,7410,False,2014,98106
20976,2.5,3,2.5,8,2,47.5051,-122.155,414000.0,0.0,2490,4540,False,2012,98059
20979,2.25,3,2.5,8,2,47.5394,-122.027,450000.0,80.0,1620,997,False,2012,98027
20982,2.5,4,2.0,8,1,47.6853,-122.21,899000.0,0.0,2580,3943,True,2013,98033
20983,3.0,4,2.0,8,0,47.3523,-122.275,353500.0,0.0,2050,4000,False,2014,98001
20984,2.5,3,2.0,7,3,47.5162,-121.87200000000001,485000.0,0.0,2430,5867,False,2011,98065
20985,3.25,4,2.0,10,0,47.5311,-122.073,782900.0,760.0,3060,3898,False,2014,98027
20988,2.5,3,2.0,8,0,47.5342,-121.84100000000001,409316.0,0.0,1800,3168,False,2014,98065
20989,2.5,3,2.0,8,1,47.3699,-122.01899999999999,388598.0,0.0,2370,4200,True,2014,98038
20993,2.5,4,3.0,8,0,47.7047,-122.113,882566.0,0.0,3560,5265,False,2014,98052
20994,2.75,3,2.0,9,5,47.5661,-122.29,525000.0,1050.0,2130,1400,False,2010,98118
20996,3.0,3,2.0,9,0,47.5165,-121.883,589410.0,0.0,2840,7201,False,2014,98065
20998,2.5,3,2.0,7,1,47.3595,-122.045,284000.0,0.0,1660,4083,False,2013,98038
20999,2.25,2,2.0,7,2,47.5323,-122.071,338500.0,0.0,1150,711,False,2013,98027
21002,2.5,3,2.0,8,4,47.3557,-122.059,294900.0,0.0,1860,5025,False,2010,98038
21005,2.5,3,3.0,8,1,47.7049,-122.34,420000.0,0.0,1509,1114,False,2014,98133
21006,2.5,3,2.0,8,2,47.543,-122.01,740000.0,0.0,2350,3798,False,2013,98029
21008,3.5,5,2.0,9,2,47.7339,-122.209,870000.0,915.0,4495,10079,False,2013,98011
21009,2.5,3,3.0,9,5,47.6276,-122.359,727000.0,0.0,1580,991,False,2009,98119
21010,3.0,4,2.0,9,3,47.3479,-122.02799999999999,395000.0,0.0,2750,7965,False,2012,98038
21014,2.5,4,2.0,9,0,47.6761,-122.152,810000.0,0.0,3340,8384,False,2014,98052
21015,2.5,3,2.0,7,4,47.6871,-122.014,359782.0,0.0,1850,3400,False,2010,98053
21016,2.5,2,2.0,9,3,47.5622,-122.292,500000.0,450.0,1950,2162,False,2012,98118
21017,3.25,5,2.0,9,0,47.6901,-122.01799999999999,1050000.0,,4240,9588,False,2014,98053
21019,4.0,5,2.0,8,4,47.5189,-121.876,605000.0,760.0,3040,6000,False,2011,98065
21021,2.5,4,2.0,7,2,47.358999999999995,-122.08200000000001,327000.0,0.0,2110,3825,False,2013,98042
21022,1.0,2,2.0,7,5,47.5924,-122.295,370000.0,0.0,780,1133,False,2009,98144
21024,4.0,5,2.0,11,1,47.6102,-122.225,2900000.0,0.0,5190,14600,False,2013,98039
21025,2.5,4,2.0,8,1,47.372,-122.13,365000.0,0.0,2420,8404,False,2013,98042
21026,2.5,4,2.0,7,3,47.2679,-122.255,255000.0,0.0,1987,6000,False,2011,98001
21029,2.5,4,2.0,9,0,47.3552,-122.023,518380.0,0.0,2810,4500,False,2014,98038
21032,2.5,4,2.0,9,1,47.5185,-121.885,575000.0,0.0,2500,4945,False,2013,98065
21033,3.5,4,2.0,9,0,47.2931,-122.264,549950.0,0.0,3906,9674,False,2014,98001
